Yer,Puan,Şehir,KullanıcıSayısı,Kategori,Mevsim
Gezilecek Yer 56105,4.4,Antalya,24961,Müze,Sonbahar
Gezilecek Yer 56106,3.7,Bursa,19254,Plaj,Bahar
Gezilecek Yer 56107,4.6,Bursa,28472,Plaj,Yaz
Gezilecek Yer 56108,4.8,İstanbul,35755,Restoran,Sonbahar
Gezilecek Yer 56109,4.3,İstanbul,13794,Müze,Bahar
Gezilecek Yer 56110,3.9,Bursa,39526,Restoran,Sonbahar
Gezilecek Yer 56111,4.0,İstanbul,14761,Park,Bahar
Gezilecek Yer 56112,4.6,Ankara,44183,Restoran,Sonbahar
Gezilecek Yer 56113,3.8,Antalya,23862,Restoran,Bahar
Gezilecek Yer 56114,4.2,Bodrum,7347,Park,Yaz
Gezilecek Yer 56115,4.1,İstanbul,8784,Müze,Kış
Gezilecek Yer 56116,3.7,Ankara,27303,Müze,Sonbahar
Gezilecek Yer 56117,4.5,Antalya,37589,Müze,Yaz
Gezilecek Yer 56118,4.5,Konya,37657,Restoran,Yaz
Gezilecek Yer 56119,3.6,İstanbul,17710,Tarihi Yer,Yaz
Gezilecek Yer 56120,4.9,İstanbul,6976,Müze,Kış
Gezilecek Yer 56121,4.6,Ankara,39480,Müze,Kış
Gezilecek Yer 56122,4.4,Ankara,23447,Restoran,Kış
Gezilecek Yer 56123,3.9,Trabzon,56963,Plaj,Sonbahar
Gezilecek Yer 56124,4.6,Bursa,39703,Park,Kış
Gezilecek Yer 56125,3.5,Muğla,17479,Park,Yaz
Gezilecek Yer 56126,4.8,Muğla,9303,Park,Kış
Gezilecek Yer 56127,4.3,Ankara,28356,Park,Kış
Gezilecek Yer 56128,4.8,Adana,5497,Müze,Bahar
Gezilecek Yer 56129,3.6,Bursa,48564,Tarihi Yer,Yaz
Gezilecek Yer 56130,4.4,İstanbul,55805,Park,Sonbahar
Gezilecek Yer 56131,4.2,Adana,51685,Restoran,Sonbahar
Gezilecek Yer 56132,4.6,Bodrum,23811,Müze,Bahar
Gezilecek Yer 56133,4.1,Antalya,8565,Restoran,Yaz
Gezilecek Yer 56134,3.8,Bodrum,13507,Tarihi Yer,Bahar
Gezilecek Yer 56135,4.8,Trabzon,17119,Plaj,Yaz
Gezilecek Yer 56136,3.7,Konya,8564,Plaj,Bahar
Gezilecek Yer 56137,5.0,İzmir,22334,Park,Yaz
Gezilecek Yer 56138,3.7,Ankara,8604,Park,Sonbahar
Gezilecek Yer 56139,4.7,İstanbul,7798,Tarihi Yer,Bahar
Gezilecek Yer 56140,3.7,Konya,29549,Restoran,Sonbahar
Gezilecek Yer 56141,4.1,Trabzon,31883,Park,Yaz
Gezilecek Yer 56142,5.0,İstanbul,21005,Plaj,Yaz
Gezilecek Yer 56143,3.7,Ankara,37903,Tarihi Yer,Sonbahar
Gezilecek Yer 56144,3.9,Muğla,59478,Restoran,Yaz
Gezilecek Yer 56145,3.8,Muğla,17254,Park,Sonbahar
Gezilecek Yer 56146,3.9,Muğla,10358,Restoran,Kış
Gezilecek Yer 56147,4.2,Bodrum,29448,Park,Sonbahar
Gezilecek Yer 56148,4.2,Konya,54236,Restoran,Sonbahar
Gezilecek Yer 56149,4.2,Antalya,44421,Plaj,Kış
Gezilecek Yer 56150,3.8,Bursa,34856,Park,Kış
Gezilecek Yer 56151,4.1,Muğla,29817,Restoran,Bahar
Gezilecek Yer 56152,3.7,Bodrum,33295,Tarihi Yer,Yaz
Gezilecek Yer 56153,3.9,Ankara,7217,Park,Kış
Gezilecek Yer 56154,4.2,İzmir,24351,Tarihi Yer,Bahar
Gezilecek Yer 56155,3.8,Bodrum,33609,Tarihi Yer,Bahar
Gezilecek Yer 56156,4.4,Trabzon,36240,Tarihi Yer,Sonbahar
Gezilecek Yer 56157,4.1,Bursa,15691,Restoran,Sonbahar
Gezilecek Yer 56158,3.9,Trabzon,39771,Müze,Bahar
Gezilecek Yer 56159,5.0,İstanbul,55606,Müze,Sonbahar
Gezilecek Yer 56160,4.2,İstanbul,58624,Park,Sonbahar
Gezilecek Yer 56161,3.7,Trabzon,19460,Plaj,Yaz
Gezilecek Yer 56162,4.4,Bursa,30450,Restoran,Bahar
Gezilecek Yer 56163,3.8,Muğla,49493,Park,Sonbahar
Gezilecek Yer 56164,4.7,Adana,54684,Plaj,Yaz
Gezilecek Yer 56165,4.8,Adana,25933,Restoran,Yaz
Gezilecek Yer 56166,4.1,İzmir,12541,Tarihi Yer,Sonbahar
Gezilecek Yer 56167,4.5,Konya,52309,Müze,Sonbahar
Gezilecek Yer 56168,4.0,İstanbul,34697,Müze,Yaz
Gezilecek Yer 56169,4.9,Konya,56607,Restoran,Sonbahar
Gezilecek Yer 56170,4.3,Trabzon,45812,Restoran,Kış
Gezilecek Yer 56171,4.6,Bodrum,13522,Restoran,Sonbahar
Gezilecek Yer 56172,4.0,İzmir,59074,Tarihi Yer,Yaz
Gezilecek Yer 56173,4.0,İzmir,51130,Müze,Yaz
Gezilecek Yer 56174,4.2,İstanbul,4916,Restoran,Kış
Gezilecek Yer 56175,4.6,Konya,34641,Tarihi Yer,Sonbahar
Gezilecek Yer 56176,4.5,İzmir,47538,Park,Bahar
Gezilecek Yer 56177,3.5,İstanbul,55613,Park,Bahar
Gezilecek Yer 56178,3.7,Muğla,39164,Tarihi Yer,Yaz
Gezilecek Yer 56179,3.9,Bodrum,29176,Müze,Bahar
Gezilecek Yer 56180,3.5,Adana,23409,Restoran,Bahar
Gezilecek Yer 56181,4.3,İstanbul,24410,Müze,Yaz
Gezilecek Yer 56182,4.9,Adana,23621,Plaj,Yaz
Gezilecek Yer 56183,4.5,İzmir,32914,Park,Sonbahar
Gezilecek Yer 56184,3.7,Bursa,11602,Plaj,Kış
Gezilecek Yer 56185,4.8,Bursa,2430,Müze,Sonbahar
Gezilecek Yer 56186,4.7,Adana,57189,Park,Bahar
Gezilecek Yer 56187,4.5,Trabzon,6939,Müze,Kış
Gezilecek Yer 56188,5.0,Konya,43988,Müze,Kış
Gezilecek Yer 56189,4.8,İzmir,13366,Müze,Sonbahar
Gezilecek Yer 56190,4.8,Ankara,58698,Müze,Kış
Gezilecek Yer 56191,3.7,Antalya,22365,Park,Yaz
Gezilecek Yer 56192,4.7,İzmir,8005,Müze,Kış
Gezilecek Yer 56193,4.3,Bodrum,9582,Müze,Bahar
Gezilecek Yer 56194,4.4,İstanbul,28123,Restoran,Yaz
Gezilecek Yer 56195,4.0,Adana,19870,Plaj,Yaz
Gezilecek Yer 56196,4.2,Trabzon,45301,Tarihi Yer,Sonbahar
Gezilecek Yer 56197,4.6,Bursa,42496,Tarihi Yer,Sonbahar
Gezilecek Yer 56198,3.6,Bodrum,14615,Müze,Sonbahar
Gezilecek Yer 56199,3.6,İstanbul,58020,Park,Sonbahar
Gezilecek Yer 56200,5.0,Konya,18755,Müze,Yaz
Gezilecek Yer 56201,5.0,Bodrum,36771,Tarihi Yer,Bahar
Gezilecek Yer 56202,4.1,Bursa,3070,Müze,Sonbahar
Gezilecek Yer 56203,3.6,Trabzon,29019,Park,Sonbahar
Gezilecek Yer 56204,3.6,Ankara,44859,Tarihi Yer,Bahar
Gezilecek Yer 56205,3.7,İstanbul,32192,Plaj,Kış
Gezilecek Yer 56206,3.9,Konya,43096,Müze,Yaz
Gezilecek Yer 56207,3.6,Trabzon,32272,Plaj,Bahar
Gezilecek Yer 56208,4.1,Adana,54460,Tarihi Yer,Kış
Gezilecek Yer 56209,4.3,Bodrum,24482,Plaj,Sonbahar
Gezilecek Yer 56210,4.9,Bursa,27802,Park,Sonbahar
Gezilecek Yer 56211,3.7,İstanbul,17042,Plaj,Kış
Gezilecek Yer 56212,3.9,Bodrum,28925,Park,Yaz
Gezilecek Yer 56213,3.5,Bursa,12616,Tarihi Yer,Kış
Gezilecek Yer 56214,3.7,Ankara,8675,Park,Kış
Gezilecek Yer 56215,4.7,İzmir,55664,Restoran,Sonbahar
Gezilecek Yer 56216,4.0,Adana,52069,Müze,Kış
Gezilecek Yer 56217,4.8,Muğla,36837,Plaj,Bahar
Gezilecek Yer 56218,3.8,Adana,57642,Tarihi Yer,Kış
Gezilecek Yer 56219,3.7,İstanbul,11102,Restoran,Kış
Gezilecek Yer 56220,4.8,İzmir,39173,Restoran,Sonbahar
Gezilecek Yer 56221,3.9,Muğla,48463,Park,Bahar
Gezilecek Yer 56222,4.4,Antalya,22737,Tarihi Yer,Sonbahar
Gezilecek Yer 56223,4.7,Trabzon,22199,Müze,Kış
Gezilecek Yer 56224,4.8,Trabzon,16825,Tarihi Yer,Yaz
Gezilecek Yer 56225,4.0,Trabzon,34558,Müze,Yaz
Gezilecek Yer 56226,4.4,İzmir,2529,Plaj,Bahar
Gezilecek Yer 56227,3.5,İstanbul,44142,Park,Kış
Gezilecek Yer 56228,4.0,Ankara,8379,Tarihi Yer,Bahar
Gezilecek Yer 56229,4.4,Ankara,48294,Müze,Yaz
Gezilecek Yer 56230,4.5,İzmir,33559,Tarihi Yer,Yaz
Gezilecek Yer 56231,4.0,Ankara,34269,Tarihi Yer,Sonbahar
Gezilecek Yer 56232,3.8,Konya,54882,Restoran,Bahar
Gezilecek Yer 56233,4.9,Bursa,10793,Tarihi Yer,Bahar
Gezilecek Yer 56234,3.6,Antalya,34042,Plaj,Sonbahar
Gezilecek Yer 56235,3.9,Muğla,16300,Müze,Sonbahar
Gezilecek Yer 56236,4.9,Antalya,28428,Müze,Yaz
Gezilecek Yer 56237,4.2,İstanbul,9336,Tarihi Yer,Bahar
Gezilecek Yer 56238,4.4,İstanbul,2912,Park,Sonbahar
Gezilecek Yer 56239,4.3,Ankara,54147,Müze,Yaz
Gezilecek Yer 56240,4.2,İzmir,36053,Park,Kış
Gezilecek Yer 56241,4.6,Muğla,37192,Plaj,Bahar
Gezilecek Yer 56242,4.9,İzmir,52202,Müze,Sonbahar
Gezilecek Yer 56243,4.4,Muğla,40802,Müze,Yaz
Gezilecek Yer 56244,3.6,Adana,31664,Müze,Kış
Gezilecek Yer 56245,4.1,Adana,24180,Park,Kış
Gezilecek Yer 56246,3.8,Antalya,27866,Park,Sonbahar
Gezilecek Yer 56247,3.7,Antalya,54502,Müze,Bahar
Gezilecek Yer 56248,3.7,İzmir,36577,Park,Bahar
Gezilecek Yer 56249,4.4,İzmir,50768,Restoran,Kış
Gezilecek Yer 56250,3.5,Trabzon,57530,Restoran,Yaz
Gezilecek Yer 56251,4.5,Bodrum,16471,Park,Bahar
Gezilecek Yer 56252,4.4,İzmir,49681,Plaj,Yaz
Gezilecek Yer 56253,3.7,Antalya,50215,Park,Sonbahar
Gezilecek Yer 56254,4.3,Bodrum,16268,Müze,Bahar
Gezilecek Yer 56255,3.5,İstanbul,3879,Park,Kış
Gezilecek Yer 56256,3.8,İzmir,14580,Plaj,Bahar
Gezilecek Yer 56257,4.0,Konya,20410,Park,Bahar
Gezilecek Yer 56258,4.5,Antalya,51362,Plaj,Yaz
Gezilecek Yer 56259,3.7,Bodrum,11113,Restoran,Kış
Gezilecek Yer 56260,4.5,Trabzon,3680,Tarihi Yer,Yaz
Gezilecek Yer 56261,5.0,Bodrum,54200,Plaj,Kış
Gezilecek Yer 56262,3.7,Antalya,58569,Restoran,Sonbahar
Gezilecek Yer 56263,3.6,Ankara,10306,Restoran,Kış
Gezilecek Yer 56264,4.7,Konya,50518,Tarihi Yer,Yaz
Gezilecek Yer 56265,5.0,Muğla,19189,Müze,Sonbahar
Gezilecek Yer 56266,4.0,Muğla,21524,Tarihi Yer,Sonbahar
Gezilecek Yer 56267,3.6,Bodrum,49368,Plaj,Bahar
Gezilecek Yer 56268,4.2,Konya,26676,Restoran,Kış
Gezilecek Yer 56269,4.2,İzmir,11667,Plaj,Yaz
Gezilecek Yer 56270,4.6,Adana,7845,Plaj,Bahar
Gezilecek Yer 56271,4.3,Bursa,6073,Park,Kış
Gezilecek Yer 56272,4.0,Konya,34351,Plaj,Kış
Gezilecek Yer 56273,4.0,Bursa,22949,Tarihi Yer,Yaz
Gezilecek Yer 56274,3.9,Trabzon,18670,Tarihi Yer,Kış
Gezilecek Yer 56275,4.6,Trabzon,33929,Restoran,Bahar
Gezilecek Yer 56276,3.7,İstanbul,27933,Park,Sonbahar
Gezilecek Yer 56277,4.5,Trabzon,40039,Tarihi Yer,Yaz
Gezilecek Yer 56278,4.5,Trabzon,752,Tarihi Yer,Bahar
Gezilecek Yer 56279,4.9,Konya,9782,Müze,Yaz
Gezilecek Yer 56280,5.0,Konya,28024,Tarihi Yer,Sonbahar
Gezilecek Yer 56281,5.0,Adana,48888,Müze,Kış
Gezilecek Yer 56282,4.7,Bodrum,39645,Plaj,Bahar
Gezilecek Yer 56283,4.2,Ankara,41953,Müze,Kış
Gezilecek Yer 56284,3.6,Bodrum,24479,Park,Bahar
Gezilecek Yer 56285,4.5,Trabzon,24627,Plaj,Yaz
Gezilecek Yer 56286,4.6,Konya,6473,Müze,Kış
Gezilecek Yer 56287,3.5,Trabzon,19691,Restoran,Kış
Gezilecek Yer 56288,4.1,Bodrum,10817,Park,Sonbahar
Gezilecek Yer 56289,4.7,Muğla,20930,Tarihi Yer,Yaz
Gezilecek Yer 56290,4.5,Bodrum,29787,Park,Bahar
Gezilecek Yer 56291,4.4,Adana,30153,Tarihi Yer,Kış
Gezilecek Yer 56292,4.3,Ankara,45485,Müze,Yaz
Gezilecek Yer 56293,3.8,Adana,48909,Restoran,Sonbahar
Gezilecek Yer 56294,4.7,Ankara,39143,Plaj,Yaz
Gezilecek Yer 56295,4.9,İstanbul,59645,Restoran,Yaz
Gezilecek Yer 56296,4.2,Adana,27468,Park,Sonbahar
Gezilecek Yer 56297,4.5,Konya,42161,Plaj,Bahar
Gezilecek Yer 56298,4.7,Trabzon,53643,Restoran,Bahar
Gezilecek Yer 56299,4.7,Trabzon,34636,Müze,Sonbahar
Gezilecek Yer 56300,4.9,Trabzon,18566,Park,Sonbahar
Gezilecek Yer 56301,4.7,Ankara,34979,Plaj,Yaz
Gezilecek Yer 56302,4.7,Muğla,16517,Müze,Kış
Gezilecek Yer 56303,4.4,Bursa,37226,Müze,Bahar
Gezilecek Yer 56304,4.6,Antalya,54001,Tarihi Yer,Bahar
Gezilecek Yer 56305,4.5,İstanbul,5315,Tarihi Yer,Sonbahar
Gezilecek Yer 56306,3.9,Trabzon,20627,Plaj,Bahar
Gezilecek Yer 56307,3.7,Bursa,21630,Müze,Kış
Gezilecek Yer 56308,4.4,İstanbul,27301,Müze,Bahar
Gezilecek Yer 56309,4.3,Ankara,32066,Tarihi Yer,Kış
Gezilecek Yer 56310,4.2,Ankara,6791,Müze,Kış
Gezilecek Yer 56311,4.2,İzmir,18780,Restoran,Yaz
Gezilecek Yer 56312,4.6,Ankara,276,Park,Yaz
Gezilecek Yer 56313,4.6,Adana,57765,Plaj,Kış
Gezilecek Yer 56314,4.1,Bodrum,15012,Restoran,Sonbahar
Gezilecek Yer 56315,4.6,Konya,5740,Restoran,Kış
Gezilecek Yer 56316,4.9,Bodrum,40492,Müze,Yaz
Gezilecek Yer 56317,3.8,Bodrum,58536,Plaj,Bahar
Gezilecek Yer 56318,3.7,Antalya,21466,Plaj,Sonbahar
Gezilecek Yer 56319,4.5,İzmir,51923,Park,Yaz
Gezilecek Yer 56320,4.7,Bursa,28317,Restoran,Yaz
Gezilecek Yer 56321,4.9,Bursa,8034,Plaj,Bahar
Gezilecek Yer 56322,4.7,Adana,11606,Plaj,Sonbahar
Gezilecek Yer 56323,4.1,Muğla,33717,Restoran,Bahar
Gezilecek Yer 56324,4.3,Trabzon,47209,Plaj,Kış
Gezilecek Yer 56325,3.8,Trabzon,48027,Müze,Yaz
Gezilecek Yer 56326,5.0,Trabzon,15554,Müze,Sonbahar
Gezilecek Yer 56327,4.3,İzmir,29370,Tarihi Yer,Sonbahar
Gezilecek Yer 56328,4.8,Bodrum,25429,Müze,Bahar
Gezilecek Yer 56329,4.1,Bursa,58975,Tarihi Yer,Yaz
Gezilecek Yer 56330,3.7,Muğla,6121,Park,Bahar
Gezilecek Yer 56331,4.9,İstanbul,1133,Müze,Yaz
Gezilecek Yer 56332,4.4,Konya,38365,Plaj,Sonbahar
Gezilecek Yer 56333,4.8,Adana,34386,Tarihi Yer,Yaz
Gezilecek Yer 56334,3.9,Muğla,47048,Plaj,Sonbahar
Gezilecek Yer 56335,3.6,Muğla,24510,Restoran,Bahar
Gezilecek Yer 56336,4.1,Konya,17963,Tarihi Yer,Bahar
Gezilecek Yer 56337,4.9,Konya,15453,Park,Bahar
Gezilecek Yer 56338,3.6,Antalya,54853,Tarihi Yer,Bahar
Gezilecek Yer 56339,4.3,Muğla,27515,Restoran,Sonbahar
Gezilecek Yer 56340,4.0,Bursa,59621,Restoran,Sonbahar
Gezilecek Yer 56341,3.7,Trabzon,22407,Plaj,Sonbahar
Gezilecek Yer 56342,4.0,Ankara,30701,Restoran,Sonbahar
Gezilecek Yer 56343,3.6,Bodrum,21217,Restoran,Yaz
Gezilecek Yer 56344,4.1,Muğla,52024,Restoran,Sonbahar
Gezilecek Yer 56345,3.8,İzmir,6609,Restoran,Yaz
Gezilecek Yer 56346,3.7,Bursa,9161,Müze,Bahar
Gezilecek Yer 56347,3.9,Bursa,996,Plaj,Sonbahar
Gezilecek Yer 56348,3.7,Muğla,3902,Müze,Bahar
Gezilecek Yer 56349,4.6,Ankara,33544,Park,Bahar
Gezilecek Yer 56350,4.9,İzmir,38083,Plaj,Sonbahar
Gezilecek Yer 56351,4.4,Konya,33855,Plaj,Yaz
Gezilecek Yer 56352,3.8,Ankara,28691,Müze,Kış
Gezilecek Yer 56353,4.0,Trabzon,12102,Müze,Bahar
Gezilecek Yer 56354,4.3,İzmir,46564,Restoran,Yaz
Gezilecek Yer 56355,5.0,Bursa,17295,Tarihi Yer,Yaz
Gezilecek Yer 56356,3.6,Ankara,16771,Restoran,Sonbahar
Gezilecek Yer 56357,4.0,İzmir,18373,Tarihi Yer,Yaz
Gezilecek Yer 56358,4.3,Konya,4660,Restoran,Yaz
Gezilecek Yer 56359,3.5,İstanbul,37792,Plaj,Kış
Gezilecek Yer 56360,3.8,Muğla,13158,Park,Kış
Gezilecek Yer 56361,4.9,Adana,33798,Park,Bahar
Gezilecek Yer 56362,4.1,Adana,12442,Plaj,Sonbahar
Gezilecek Yer 56363,3.6,Ankara,15299,Tarihi Yer,Bahar
Gezilecek Yer 56364,4.7,Muğla,47817,Tarihi Yer,Yaz
Gezilecek Yer 56365,3.6,Trabzon,7173,Park,Kış
Gezilecek Yer 56366,4.3,Bursa,29620,Müze,Sonbahar
Gezilecek Yer 56367,4.6,Bodrum,47991,Restoran,Bahar
Gezilecek Yer 56368,4.6,Trabzon,57061,Müze,Yaz
Gezilecek Yer 56369,4.4,Muğla,47732,Restoran,Yaz
Gezilecek Yer 56370,4.4,Bursa,14505,Park,Bahar
Gezilecek Yer 56371,4.2,Konya,41931,Plaj,Sonbahar
Gezilecek Yer 56372,5.0,Muğla,41835,Plaj,Kış
Gezilecek Yer 56373,4.1,Muğla,3617,Plaj,Bahar
Gezilecek Yer 56374,3.5,Ankara,51346,Restoran,Yaz
Gezilecek Yer 56375,3.8,Ankara,55934,Plaj,Yaz
Gezilecek Yer 56376,4.1,Muğla,21707,Plaj,Sonbahar
Gezilecek Yer 56377,4.7,Ankara,42726,Restoran,Yaz
Gezilecek Yer 56378,4.4,Adana,43314,Plaj,Bahar
Gezilecek Yer 56379,4.2,Trabzon,20528,Tarihi Yer,Yaz
Gezilecek Yer 56380,3.5,İstanbul,52171,Müze,Sonbahar
Gezilecek Yer 56381,4.9,İstanbul,18482,Park,Kış
Gezilecek Yer 56382,3.6,Ankara,56112,Park,Sonbahar
Gezilecek Yer 56383,4.8,İzmir,9874,Tarihi Yer,Sonbahar
Gezilecek Yer 56384,4.9,Adana,41372,Restoran,Sonbahar
Gezilecek Yer 56385,4.7,İzmir,57667,Restoran,Yaz
Gezilecek Yer 56386,4.2,Bodrum,53606,Müze,Kış
Gezilecek Yer 56387,3.8,İstanbul,45628,Restoran,Bahar
Gezilecek Yer 56388,4.3,Bursa,6700,Restoran,Bahar
Gezilecek Yer 56389,5.0,Bursa,11687,Park,Kış
Gezilecek Yer 56390,3.8,Antalya,38982,Tarihi Yer,Bahar
Gezilecek Yer 56391,4.9,Adana,12521,Müze,Yaz
Gezilecek Yer 56392,4.4,Antalya,35175,Restoran,Sonbahar
Gezilecek Yer 56393,4.8,Konya,20344,Park,Yaz
Gezilecek Yer 56394,3.5,Trabzon,20758,Tarihi Yer,Bahar
Gezilecek Yer 56395,4.7,Trabzon,31703,Plaj,Bahar
Gezilecek Yer 56396,4.3,Ankara,19774,Park,Sonbahar
Gezilecek Yer 56397,4.6,Muğla,40171,Restoran,Kış
Gezilecek Yer 56398,4.3,Bursa,53627,Tarihi Yer,Bahar
Gezilecek Yer 56399,4.0,Ankara,21053,Müze,Sonbahar
Gezilecek Yer 56400,4.5,Bursa,9764,Park,Sonbahar
Gezilecek Yer 56401,3.5,Konya,51573,Tarihi Yer,Yaz
Gezilecek Yer 56402,3.6,İstanbul,26569,Restoran,Sonbahar
Gezilecek Yer 56403,5.0,İzmir,50025,Restoran,Yaz
Gezilecek Yer 56404,4.4,Trabzon,12798,Park,Yaz
Gezilecek Yer 56405,4.2,İstanbul,39788,Tarihi Yer,Sonbahar
Gezilecek Yer 56406,4.3,Bodrum,45893,Plaj,Bahar
Gezilecek Yer 56407,3.5,Konya,44084,Park,Bahar
Gezilecek Yer 56408,4.3,Ankara,19042,Restoran,Yaz
Gezilecek Yer 56409,3.7,İstanbul,27278,Restoran,Kış
Gezilecek Yer 56410,3.9,Adana,59282,Restoran,Bahar
Gezilecek Yer 56411,4.9,İstanbul,49864,Müze,Yaz
Gezilecek Yer 56412,4.1,Ankara,5041,Tarihi Yer,Kış
Gezilecek Yer 56413,4.2,İzmir,26559,Park,Yaz
Gezilecek Yer 56414,3.7,İzmir,15343,Park,Sonbahar
Gezilecek Yer 56415,3.9,Bursa,49728,Müze,Bahar
Gezilecek Yer 56416,4.9,Trabzon,51724,Restoran,Sonbahar
Gezilecek Yer 56417,4.3,İzmir,5412,Park,Kış
Gezilecek Yer 56418,4.3,İstanbul,19546,Müze,Bahar
Gezilecek Yer 56419,3.7,Antalya,43902,Restoran,Bahar
Gezilecek Yer 56420,3.6,Ankara,6407,Restoran,Bahar
Gezilecek Yer 56421,5.0,Konya,55881,Restoran,Yaz
Gezilecek Yer 56422,3.7,Konya,32916,Restoran,Kış
Gezilecek Yer 56423,3.7,İzmir,35370,Tarihi Yer,Bahar
Gezilecek Yer 56424,4.7,Konya,48638,Park,Yaz
Gezilecek Yer 56425,4.1,Bursa,11221,Plaj,Kış
Gezilecek Yer 56426,4.5,Muğla,16064,Tarihi Yer,Yaz
Gezilecek Yer 56427,3.7,Antalya,9763,Restoran,Yaz
Gezilecek Yer 56428,4.7,Antalya,5990,Park,Bahar
Gezilecek Yer 56429,5.0,Adana,3095,Plaj,Yaz
Gezilecek Yer 56430,4.2,Bodrum,21485,Plaj,Sonbahar
Gezilecek Yer 56431,4.6,İstanbul,28018,Restoran,Sonbahar
Gezilecek Yer 56432,3.9,Adana,39774,Plaj,Kış
Gezilecek Yer 56433,3.5,Adana,48968,Tarihi Yer,Yaz
Gezilecek Yer 56434,3.7,İzmir,35359,Müze,Kış
Gezilecek Yer 56435,3.6,Bodrum,47636,Tarihi Yer,Yaz
Gezilecek Yer 56436,3.7,Bodrum,47796,Park,Bahar
Gezilecek Yer 56437,4.0,Bodrum,48563,Park,Sonbahar
Gezilecek Yer 56438,4.8,Konya,49677,Tarihi Yer,Sonbahar
Gezilecek Yer 56439,4.3,İstanbul,32436,Park,Kış
Gezilecek Yer 56440,3.7,Konya,49553,Müze,Yaz
Gezilecek Yer 56441,4.9,Bodrum,37823,Müze,Kış
Gezilecek Yer 56442,4.6,Ankara,41827,Park,Kış
Gezilecek Yer 56443,3.9,Trabzon,1784,Plaj,Sonbahar
Gezilecek Yer 56444,4.1,Bodrum,31489,Restoran,Kış
Gezilecek Yer 56445,3.7,İstanbul,16860,Plaj,Bahar
Gezilecek Yer 56446,4.3,Muğla,19563,Restoran,Bahar
Gezilecek Yer 56447,3.6,Muğla,37285,Tarihi Yer,Sonbahar
Gezilecek Yer 56448,4.0,Bodrum,58405,Tarihi Yer,Bahar
Gezilecek Yer 56449,3.9,Antalya,17784,Park,Sonbahar
Gezilecek Yer 56450,4.6,Bodrum,33162,Restoran,Bahar
Gezilecek Yer 56451,4.9,Bursa,1721,Restoran,Sonbahar
Gezilecek Yer 56452,4.7,İzmir,6579,Müze,Sonbahar
Gezilecek Yer 56453,3.6,Ankara,6535,Tarihi Yer,Bahar
Gezilecek Yer 56454,4.6,Bodrum,57291,Plaj,Yaz
Gezilecek Yer 56455,3.8,İstanbul,46411,Müze,Bahar
Gezilecek Yer 56456,4.4,Konya,8015,Tarihi Yer,Sonbahar
Gezilecek Yer 56457,4.4,Antalya,793,Müze,Sonbahar
Gezilecek Yer 56458,4.2,İstanbul,12725,Tarihi Yer,Bahar
Gezilecek Yer 56459,4.3,Ankara,12575,Plaj,Kış
Gezilecek Yer 56460,4.9,İstanbul,1951,Park,Bahar
Gezilecek Yer 56461,4.2,İzmir,35307,Tarihi Yer,Kış
Gezilecek Yer 56462,4.5,Muğla,51451,Plaj,Yaz
Gezilecek Yer 56463,4.1,Adana,21328,Müze,Bahar
Gezilecek Yer 56464,4.1,Muğla,45269,Restoran,Yaz
Gezilecek Yer 56465,3.6,İstanbul,35184,Tarihi Yer,Kış
Gezilecek Yer 56466,4.4,İzmir,41940,Park,Sonbahar
Gezilecek Yer 56467,3.6,İzmir,27945,Plaj,Yaz
Gezilecek Yer 56468,3.9,Muğla,34248,Müze,Sonbahar
Gezilecek Yer 56469,4.3,İzmir,3472,Müze,Kış
Gezilecek Yer 56470,4.5,Antalya,52733,Tarihi Yer,Sonbahar
Gezilecek Yer 56471,4.1,İzmir,9249,Restoran,Kış
Gezilecek Yer 56472,4.8,Antalya,26911,Tarihi Yer,Yaz
Gezilecek Yer 56473,5.0,İstanbul,28090,Tarihi Yer,Kış
Gezilecek Yer 56474,4.3,Bodrum,10221,Müze,Sonbahar
Gezilecek Yer 56475,4.6,Antalya,36272,Restoran,Sonbahar
Gezilecek Yer 56476,4.9,Antalya,37787,Restoran,Yaz
Gezilecek Yer 56477,3.5,Bodrum,27893,Müze,Yaz
Gezilecek Yer 56478,4.7,Antalya,39056,Tarihi Yer,Sonbahar
Gezilecek Yer 56479,4.4,Ankara,11652,Plaj,Yaz
Gezilecek Yer 56480,4.7,Ankara,41961,Park,Yaz
Gezilecek Yer 56481,3.6,İzmir,28678,Restoran,Bahar
Gezilecek Yer 56482,4.2,Antalya,8885,Park,Kış
Gezilecek Yer 56483,3.6,Ankara,21835,Park,Sonbahar
Gezilecek Yer 56484,4.0,Muğla,57575,Müze,Sonbahar
Gezilecek Yer 56485,4.4,Ankara,34725,Müze,Kış
Gezilecek Yer 56486,4.2,Bursa,13292,Restoran,Sonbahar
Gezilecek Yer 56487,4.8,İzmir,35028,Park,Kış
Gezilecek Yer 56488,4.9,Bodrum,12848,Tarihi Yer,Yaz
Gezilecek Yer 56489,4.1,Muğla,25473,Park,Sonbahar
Gezilecek Yer 56490,4.2,Muğla,22325,Tarihi Yer,Bahar
Gezilecek Yer 56491,3.9,Bursa,6248,Tarihi Yer,Kış
Gezilecek Yer 56492,3.8,İstanbul,15142,Müze,Yaz
Gezilecek Yer 56493,3.9,Konya,17737,Plaj,Bahar
Gezilecek Yer 56494,3.8,Bodrum,34450,Restoran,Sonbahar
Gezilecek Yer 56495,4.0,Adana,34326,Plaj,Bahar
